"id","location_key","timestamp_utc","pm25","temperature_c","humidity_pct","pm1","pm10","co2","tvoc","has_pm1","has_pm10","has_co2","has_tvoc","source","raw_payload","inserted_at"
"267813","openaq:1845518","2023-11-21 16:00:00+00",NULL,"28.600000000000005",NULL,NULL,NULL,NULL,NULL,False,False,False,False,"openaq",NULL,"2026-06-10 08:13:35.899768+00"
"267814","openaq:1845518","2023-11-21 17:00:00+00",NULL,"28.899999999999995",NULL,NULL,NULL,NULL,NULL,False,False,False,False,"openaq",NULL,"2026-06-10 08:13:35.899768+00"
"267815","openaq:1845518","2023-11-21 18:00:00+00",NULL,"29.5",NULL,NULL,NULL,NULL,NULL,False,False,False,False,"openaq",NULL,"2026-06-10 08:13:35.899768+00"
"267816","openaq:1845518","2023-11-21 19:00:00+00",NULL,"29.7",NULL,NULL,NULL,NULL,NULL,False,False,False,False,"openaq",NULL,"2026-06-10 08:13:35.899768+00"
"267817","openaq:1845518","2023-11-21 20:00:00+00",NULL,"28.899999999999995",NULL,NULL,NULL,NULL,NULL,False,False,False,False,"openaq",NULL,"2026-06-10 08:13:35.899768+00"
"267818","openaq:1845518","2023-11-21 21:00:00+00",NULL,"28.5",NULL,NULL,NULL,NULL,NULL,False,False,False,False,"openaq",NULL,"2026-06-10 08:13:35.899768+00"
"267819","openaq:1845518","2023-11-21 22:00:00+00",NULL,"28.7",NULL,NULL,NULL,NULL,NULL,False,False,False,False,"openaq",NULL,"2026-06-10 08:13:35.899768+00"
"267820","openaq:1845518","2023-11-21 23:00:00+00",NULL,"28.5",NULL,NULL,NULL,NULL,NULL,False,False,False,False,"openaq",NULL,"2026-06-10 08:13:35.899768+00"
"267821","openaq:1845518","2023-11-22 00:00:00+00",NULL,"28.8",NULL,NULL,NULL,NULL,NULL,False,False,False,False,"openaq",NULL,"2026-06-10 08:13:35.899768+00"
"267822","openaq:1845518","2023-11-22 01:00:00+00",NULL,"29.7",NULL,NULL,NULL,NULL,NULL,False,False,False,False,"openaq",NULL,"2026-06-10 08:13:35.899768+00"
"267823","openaq:1845518","2023-11-22 02:00:00+00",NULL,"30.399999999999995",NULL,NULL,NULL,NULL,NULL,False,False,False,False,"openaq",NULL,"2026-06-10 08:13:35.899768+00"
"267824","openaq:1845518","2023-11-22 03:00:00+00",NULL,"30.100000000000005",NULL,NULL,NULL,NULL,NULL,False,False,False,False,"openaq",NULL,"2026-06-10 08:13:35.899768+00"
"267825","openaq:1845518","2023-11-22 04:00:00+00",NULL,"30",NULL,NULL,NULL,NULL,NULL,False,False,False,False,"openaq",NULL,"2026-06-10 08:13:35.899768+00"
"267826","openaq:1845518","2023-11-22 05:00:00+00",NULL,"30.100000000000005",NULL,NULL,NULL,NULL,NULL,False,False,False,False,"openaq",NULL,"2026-06-10 08:13:35.899768+00"
"267827","openaq:1845518","2023-11-22 06:00:00+00",NULL,"30.2",NULL,NULL,NULL,NULL,NULL,False,False,False,False,"openaq",NULL,"2026-06-10 08:13:35.899768+00"
"267828","openaq:1845518","2023-11-22 07:00:00+00",NULL,"30.7",NULL,NULL,NULL,NULL,NULL,False,False,False,False,"openaq",NULL,"2026-06-10 08:13:35.899768+00"
"267829","openaq:1845518","2023-11-22 08:00:00+00",NULL,"31.600000000000005",NULL,NULL,NULL,NULL,NULL,False,False,False,False,"openaq",NULL,"2026-06-10 08:13:35.899768+00"
"267830","openaq:1845518","2023-11-22 09:00:00+00",NULL,"31.3",NULL,NULL,NULL,NULL,NULL,False,False,False,False,"openaq",NULL,"2026-06-10 08:13:35.899768+00"
"267831","openaq:1845518","2023-11-22 10:00:00+00",NULL,"30.899999999999995",NULL,NULL,NULL,NULL,NULL,False,False,False,False,"openaq",NULL,"2026-06-10 08:13:35.899768+00"
"267832","openaq:1845518","2023-11-22 11:00:00+00",NULL,"30.600000000000005",NULL,NULL,NULL,NULL,NULL,False,False,False,False,"openaq",NULL,"2026-06-10 08:13:35.899768+00"
"267833","openaq:1845518","2023-11-22 12:00:00+00",NULL,"30.2",NULL,NULL,NULL,NULL,NULL,False,False,False,False,"openaq",NULL,"2026-06-10 08:13:35.899768+00"
"267834","openaq:1845518","2023-11-22 13:00:00+00",NULL,"29.899999999999995",NULL,NULL,NULL,NULL,NULL,False,False,False,False,"openaq",NULL,"2026-06-10 08:13:35.899768+00"
"267835","openaq:1845518","2023-11-22 14:00:00+00",NULL,"28.8",NULL,NULL,NULL,NULL,NULL,False,False,False,False,"openaq",NULL,"2026-06-10 08:13:35.899768+00"
"267836","openaq:1845518","2023-11-22 15:00:00+00",NULL,"28.399999999999995",NULL,NULL,NULL,NULL,NULL,False,False,False,False,"openaq",NULL,"2026-06-10 08:13:35.899768+00"
"267837","openaq:1845518","2023-11-22 16:00:00+00",NULL,"29.3",NULL,NULL,NULL,NULL,NULL,False,False,False,False,"openaq",NULL,"2026-06-10 08:13:35.899768+00"
